"","Target","PIDGene","InteractionType","Group","InPID"
"2584","P2RY6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2585","RTN4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2586","RIN3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2587","KRT17","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2588","SLC7A7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2589","SLC8A1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2590","MRTFA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2591","KYNU","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2592","STAT3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2593","GNAI2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2594","PTPRJ","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2595","CHN2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2596","ZNF398","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2597","IRF7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2598","CEMIP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2599","CHST15","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2600","ZNF418","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2601","CTSL","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2602","GPD2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2603","MTMR9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2604","GPR132","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2605","PLCG2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2606","GPR141","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2607","S100A10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2608","CX3CL1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2609","SMG6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2610","GRAMD1B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2611","GRB2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2612","GREB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2613","CXCL10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2614","PDE4D","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2615","PSTPIP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2616","IL17D","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2617","RCN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2618","EIF2AK1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2619","EIF2AK2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2620","CMKLR1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2621","WIPF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2622","SAMSN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2623","SNX8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2624","MARK3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2625","ST6GAL1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2626","SLC45A2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2627","GSN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2628","ITPR1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2629","COL1A1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2630","FAM78A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2631","CYBB","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2632","BAX","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2633","MBP","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2634","LAPTM4B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2635","BCAR3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2636","MCF2L","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2637","PGS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2638","ZNF41","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2639","PHACTR2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2640","CYTH4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2641","SEMA4B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2642","HSPB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2643","IL2RA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2644","DAPK1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2645","RXYLT1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2646","ANXA1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2647","TUBA1C","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2648","HDAC4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2649","ICAM1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2650","RERE","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2651","TNFAIP3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2652","PRDM16","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2653","JMJD1C","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2654","MED16","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2655","ZC3HAV1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2656","FCGR1A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2657","CFTR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2658","ZEB2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2659","FCGRT","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2660","SGMS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2661","ZFP30","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2662","RHBDF2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2663","ZFP36L1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2664","MYOF","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2665","DDX50","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2666","ZMIZ1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2667","N4BP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2668","IFIT3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2669","TAP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2670","BIN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2671","PLAU","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2672","ERN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2673","MACF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2674","IFNA1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2675","KCNMA1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2676","ZNF124","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2677","ZNF140","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2678","ARHGAP26","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2679","HK2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2680","MAD1L1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2681","PTTG1IP","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2682","ARHGEF10L","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2683","ZNF184","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2684","NCOR2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2685","PWP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2686","HLA-DMB","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2687","ZNF222","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2688","TBXAS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2689","KDM6B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2690","EDN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2691","RPS24","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2692","NEDD4L","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2693","SKI","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2694","KIF2A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2695","KIT","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2696","IGF1R","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2697","WARS","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2698","FNIP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2699","OSBPL3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2700","CHD9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2701","ZNF655","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2702","DOCK8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2703","PLSCR1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2704","KLHL6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2705","ZNF268","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2706","ZNF302","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2707","MPZL1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2708","PACSIN2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2709","GLIS3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2710","SLC6A6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2711","SLCO3A1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2712","IL1R1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2713","LAMA3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2714","LAP3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2715","ELMO1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2716","TFEB","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2717","SPIDR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2718","IL10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2719","RASSF2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2720","ZNF417","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2721","RBAK","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2722","DUSP10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2723","ZNF419","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2724","ZNF460","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2725","NFKB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2726","ETV7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2727","SMCO4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2728","CUX1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2729","VOPP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2730","IL12RB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2731","ZNF550","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2732","TGM2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2733","TH","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2734","IL16","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2735","PSMD1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2736","PPFIBP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2737","RFTN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2738","ISG20","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2739","CASP7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2740","CASP8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2741","RGS12","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2742","LDLR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2743","ZNF670","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2744","FAM129B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2745","ZNF669","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2746","SBNO2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2747","STK40","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2748","SCARB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2749","HNRNPR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2750","SOCS3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2751","FRMD4B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2752","SH3TC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2753","LIMD1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2754","SEC14L1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2755","TBC1D1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2756","TRPS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2757","ELMSAN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2758","JAK1","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2759","MCF2L2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2760","HSP90AA1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2761","CYTH1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2762","LMNA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2763","TSPAN14","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2764","ENPP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2765","MCTP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2766","CCL3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2767","JAK2","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2768","LPP","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2769","A2M","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2770","FBXO5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2771","LRCH1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2772","CFB","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2773","HDAC7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2774","TNFAIP8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2775","GAB2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2776","NOX5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2777","DNMT1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2778","PRKCE","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2779","EEF2K","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2780","MEF2D","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2781","SAMD4A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2782","NR1H4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2783","IFI27","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2784","SH2B3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2785","CREM","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2786","METTL9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2787","LYN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2788","NR4A2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2789","RIN2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2790","IFITM1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2791","SP110","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2792","SUB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2793","UPP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2794","RIPK1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2795","GNA12","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2796","DGKG","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2797","TBC1D2B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2798","ARHGAP25","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2799","TFF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2800","DIAPH1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2801","PLCB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2802","ZNF155","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2803","HLA-DMA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2804","CD274","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2805","OAS2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2806","ARHGEF2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2807","GATA3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2808","PRKCD","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2809","ECE1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2810","IFNGR1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2811","OAS3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2812","PPARA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2813","IFNLR1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2814","DNAJB12","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2815","MAP3K5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2816","OPRM1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2817","ZNF585A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2818","EHD1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2819","ZNF613","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2820","TCF7L2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2821","MYH9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2822","SRGN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2823","FAM129A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2824","KLF9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2825","MNT","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2826","PTGFR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2827","ZNF273","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2828","ZNF267","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2829","PPM1H","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2830","NFE2L2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2831","FOXP3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2832","SH3BP5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2833","ZNF777","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2834","MAPK14","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2835","TRIM69","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2836","ELL","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2837","ZNF365","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2838","STAT3","STAT1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2839","SOD2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2840","MSN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2841","CDK5RAP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2842","TG","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2843","ETV6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2844","GPCPD1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2845","HCFC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2846","RBFOX3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2847","SRC","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2848","MTSS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2849","PRUNE2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2850","HLX","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2851","MUC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
